,label,text
40,0,Je n'ai vraiment pas envie de me lever aujourd'hui ... mais je dois étudier pour un examen pratique de demain ...
41,0,"Il est la raison de la larme sur ma guitare, le seul qui a assez de moi pour me casser"
42,0,"triste triste triste. Je ne sais pas pourquoi, mais je déteste ce sentiment, je veux dormir et je ne peux toujours pas!"
43,0,"Awww, je souhaite que j'étais là pour vous voir enfin à l'aise! Je suis triste que je l'ai manqué"
44,0,s'endormir. Vient d'entendre parler du corps de cette fille de tracy. Quelle est la tristeté de mes familles pour cette famille.
45,0,Yay! Je suis heureux pour vous avec votre travail! Mais cela signifie aussi moins de temps pour moi et vous ...
46,0,"J'ai juste vérifié mon chronologie de l'utilisateur sur mon Blackberry, il semble que le twanking est toujours en train de se produire. Ppl a-t-il encore des problèmes avec wgs / wgs?"
47,0,Oh mec ... était le top préféré de repasser à porter à une réunion. L'a brûlé
48,0,Est étrangement triste de voir lilo et Samro se séparer.
49,0,"Oh! Je suis tellement désolé, je n'ai pas réfléchi avant de retweeter."
50,0,"Plan large bande ""une énorme promesse brisée"" via www.diigo.com/~tautao toujours en attente de haut débit, nous sommes"
51,0,"Wow, des tonnes de réponses de vous, peut-être que de ne pas suivre afin que je puisse voir les tweets de mes amis, vous défilez beaucoup."
52,0,Notre canard et notre poulet prendront beaucoup de temps pour éclabousser
53,0,"Mettre des photos de vacances en ligne il y a quelques années. PC s'est écrasé, et maintenant j'oublie le nom du site."
54,0,j'ai besoin d'un câlin
55,0,"Pas sûr de ce qu'ils sont, seulement qu'ils sont pos. Autant que je le veux, je ne pense pas pouvoir échanger les actifs de l'entreprise, désolé, alors!"
56,0,Je déteste quand cela arrive...
57,0,"J'ai du mal à dire que dallas ne va pas apparaître, je dois dire que vous pensez que plus de spectacles utiliseront la musique du jeu. Mmm"
58,0,Ugh .... 92 degrés demain
59,0,"Où as-tu déménagé? Je pensais que vous étiez déjà dans sd. ?? Hmmm. Au hasard, tu m'as trouvé. Heureux de vous entendre bien."
60,0,"J'ai manqué mon ps3, il est hors de jeu wutcha jouer? Avez-vous collé le «sang sur le sable»?"
61,0,En sortant du terrain de travail!
62,0,La vie est cool. mais pas pour moi.
63,0,"Malheureusement, je n'ai jamais eu l'expérience de la cigarette post coitus avant, et maintenant je ne le ferai jamais."
64,0,J'ai eu une belle journée. Dommage que la pluie arrive demain à 5h du matin
65,0,"Dommage, je ne serai pas sur le terrain, j'ai perdu mon emploi et je ne peux même pas payer mon compte de téléphone lmao aw shucks"
66,0,Retournez à l'école demain
67,0,"Mo emplois, pas d'argent. Comment, dans l'enfer, le salaire minimum est-il 4 f'n palourdes par heure?"
68,0,Pas éternellement ... à bientôt!
69,0,"Je suis d'accord, j'ai vu la baleine échouée toute la journée aujourd'hui."
70,0,"Oh! Haha ... mec, je ne les regarde pas vraiment à moins que quelqu'un ne dise que je vous ai ajouté. Désolé je suis si terrible à ce sujet. J'ai besoin d'un pop-up!"
71,0,Je suis sûr que vous avez raison ... j'ai besoin de commencer à travailler avec vous et le nikster ... ou au moins jaré!
72,0,Je déteste vraiment la façon dont les gens dissent mes groupes! La trace n'est manifestement pas moche!
73,0,"La tenue de gymnastique était aujourd'hui: puma singulet, shorts adidas ....... et les chaussettes noires et les chaussures en cuir, de la chance, ne se sont pas heurtées à des filles mignonnes."
74,0,Pourquoi ne montreras-tu pas mon emplacement?
75,0,"Pas de pique-nique, mon téléphone sent comme des agrumes."
76,0,"Mon âne est sensible à de tels commentaires. Néanmoins, il aurait (et je serais heureux) de voir votre tasse le plus tôt possible. Le chargeur est toujours vide."
77,0,Pas de nouveau csi ce soir. Fml
78,0,Je pense que mes bras sont malades du tennis
79,0,Se demande pourquoi quelqu'un que vous aimez tellement peut vous rendre si mécontent dans une partie séparée. déprimé .
80,0,Dors bientôt ... je déteste tout de suite et je te vois demain pour la nuit.
81,0,"Je viens d'avoir votre newsletter, ces tarifs sont vraiment incroyables, dommage que j'ai déjà réservé et payé pour le mien."
82,0,Missin 'the Boo
83,0,moi aussi
84,0,Damn ... je n'ai pas de craie! Mon tableau est inutile
85,0,"A explosé dans la villa getty, mais déteste qu'elle ait eu un mal de gorge toute la journée. Ça empire aussi"
86,0,Hey vous ai manqué à la réunion mamère
87,0,"mon ventre fait mal. Je me demande si l'hypnose a quelque chose à voir avec ça? Si oui, ça marche, je l'ai, arrête de fumer !!!"
88,0,Pourquoi est-ce toujours le gros ?!
89,0,"Désolé bébé!! Ma famille m'énerve aussi. Heureusement, ils sont endormis en ce moment. Muahaha. *rire diabolique*"
90,0,J'aurais dû accorder plus d'attention lorsque nous avons couvert photoshop dans ma classe de conception de page Web en cours de préparation
91,0,Mardi mercredi! Ne sais pas ce que fait 2 !!
92,0,Pauvre cameron (les collines)
93,0,"Priez pour moi s'il vous plaît, l'ex menace de cacher ** à la fête de mes 1er anniversaires. Quel crétin. Et j'ai encore un mal de tête"
94,0,"Hmm, aimez-vous vraiment être avec lui? Si les problèmes sont trop constants, vous devriez penser davantage, trouver quelqu'un d'autre"
95,0,Strider est un petit chiot malade
96,0,"Donc rylee, grace ... wana va-t-il la fête de Steve ou non? Malheureusement depuis sa Pâques, je ne peux pas faire beaucoup mais ohh bien ..."
97,0,"Hey, j'ai effectivement gagné une de mes collines de brackets! Dommage que ce ne soit pas l'argent"
98,0,"Vous ne me suivez pas non plus, et je travaille pour vous!"
99,0,Une mauvaise nuit pour les équipes favorites: les astros et les spartans perdent. La nuit avec t.w. c'était bien.
100,0,Corps de calif du nord manquant. Une fille a trouvé: la police a retrouvé les restes d'une fille disparue au nord de la californie ...
101,0,"J'espère qu'ils augmenteront la capacité rapidement, hier a été une telle douleur. A obtenu la baleine échouée +15 fois en 2 heures ...."
102,0,Derrière mes cours pour le travail
103,0,"En regardant ""house"" quot;"
104,0,Souvenez-vous de ma jambe bum? Frappe cette fois c'est sérieux
105,0,"Cool, je le ferai. Ils sont toutes sortes de plaintes à propos de ce portable en ligne sur la surchauffe, mais aucun rappel"
106,0,Emily sera ravi quand maman est formée à son nouveau travail. Elle lui manque.
107,0,Préfère-t-il que la première partie envoie de mauvais messages que la troisième partie envoie des années mixtes sophmore encore une fois?
108,0,C'est surévalué
109,0,je connais! Je l'ai entendu cet après-midi et je me suis posé la même chose. Moscou est tellement en retard
110,0,Couché au lit sans voix ...
111,0,Je suis tellement triste !!! Ils ont tué kutner sur la maison pourquoiyyyyyy
112,0,Désolé dis-leur mea culpa de moi et que je suis vraiment désolé.
113,0,"Cela n'a pas eu de sens pour moi, le suicide. Je refuse de croire que c'est en fait ce qui s'est passé."
114,0,J'espère que tu vas bien.
115,0,"Zut! Le grind est inspirant et tristement en même temps. Je ne veux pas que tu arrêtes bientôt, j'aime ce que tu fais! beaucoup d'amour"
116,0,"Oui, mais je sais que je n'ai pas la chance"
117,0,Pouah. Je ne peux pas dormir. Il est de 1h30.
118,0,Accroché aux croons. Je veux chanter. Ne peut pas. Suce.
119,0,"Aaw, je vous manque trop ... je pars à bh demain ""matin"" Je pense ... aww je veux aller à la plage avec tes filles !!"
120,0,Est énervé qu'il n'y a pas d'asba pour une station de radio.
121,0,"Mercredi, mon jour b n ne sais pas ce que font 2"
122,0,Je sais que ma vie a été retournée à l'envers quand je pensais juste à la tête que certains ramen semble bien.
123,0,"J'ai mal. Mon dos et mes côtés sont blessés. Pour ne pas mentionner, le pleurer est fait d'échec."
124,0,"Collation en fin de soirée, verre d'oj b / c je suis ""vers le bas avec la maladie"", puis retourne dormir ... ugh je déteste tomber malade ..."
125,0,Mais ... mais ... mais ... je ne suis pas un grand fan sur camilla belle
126,0,"Wah je ne peux pas voir le clip, doivent être les filtres de travail el-stupido. Je ne peux pas attendre jusqu'à ce que je reçois un puter. Quelque chose d'autre 2 blâme ex 4. il a brisé le mien"
127,0,Cette semaine semble avoir plus de temps et de long en termes de combien je dois faire ... et combien je vais réellement finir
128,0,j'ai très froid
129,0,Ehhh pas. Le temps va prendre un tour pour la moche demain
130,0,"Haha est tellement cooooold dans le d! Et non, mais vous devriez toujours aller au spectacle. Ils font des choses incroyables"
131,0,En espérant que les grondements du ventre disparaissent bientôt
132,0,"Non, pas de préavis. Ils m'ont dit que je travaillerais demain, puis j'ai appelé l'agence pour faire un suivi et ils ont dit que c'était fini."
133,0,Presque au coucher
134,0,"Tu me manques mon bébé ... mais tant que tu es vivante, je suis content ... yawwwnn .. je suis fatigué mon amour imma essaie de dormir, j'espère que tu as eu un début"
135,0,Agh ... neige !!!
136,0,Je manque les pouvoirs de kenny
137,0,"Je vous remercie d'avoir laissé les gens savoir, mais maintenant, je suis triste que le message direct que j'ai reçu ne soit pas vraiment de bridget"
138,0,... et l'Inde a manqué sa 100ème victoire d'épreuve n 10ème victoire consécutive sans perte.
139,0,Je suppose que c'est un non.
140,0,"Malheureusement, va au lit."
141,0,Dommage d'entendre ce stephan
142,0,Hey! Je pars le matin ...
143,0,"J'avais l'intention de finir de modifier mon manuscrit roman de 536 pages ce soir, mais cela n'arrivera probablement pas. Et seulement 12 pages restent"
144,0,Trop couché aujourd'hui ... maintenant ma tête me fait mal
145,0,Je n'ai toujours pas lu les 9e et 10e journaux de princesses qui ont sauvé la France. Je me suis fait pleurer à la fin. Hmm ce sont des livres faciles.
146,0,Mon nokia 1110 est mort ...
147,0,"Ma mère pourrait avoir un cancer du sein ne comprendra rien. Comme une semaine, je suis tellement inquiet!"
148,0,aller dormir. Espérant que demain sera une meilleure journée.
149,0,"Lol ... j'aurais aimé avoir compris que l'heure d'été s'est terminée et que le petit-déjeuner est une heure plus tard, ils continuent à réveiller les enfants aussi"
150,0,C'est moche
151,0,Je ne comprends pas ... je ne le fais pas vraiment
152,0,Les héros ne me font pas cette saison ...
153,0,Vivre pas au centre-ville n'est pas très amusant.
154,0,Pas calorie sage je souhaite que la nourriture indésirable soit sans calories! J'ai mangé une sorte de quilles aigres et un gros coke de cerise d'âne!
155,0,L'homme travaille dur
156,0,"Prendre du temps pour faire du thé chaud, étudier, puis savourer"
157,0,Obtenir des sourcils cirés. plus de douleur
158,0,Aucune star fantastique ne fonctionne hier ...
159,0,Oh - vient d'avoir toutes mes applications Macheist 3.0 - doux. N'a pas eu le numéro de série expresso mais bien qu'ils aient dit qu'ils l'ont envoyé - oh bien
160,0,A choisi mich st pour gagner tout du départ. Je me sentais très bien à ce sujet jusqu'à ce que ce soir. A aussi perdu
161,0,Est seul en bas ... travaillant
162,0,Je me sens mal pour le faire
163,0,"Est-ce juste moi, ou elle déteste anoop. Je veux dire sérieusement, elle est un peu méchante pour lui."
164,0,Oui sprint a 4g seulement à Baltimore et à Chicago jusqu'à présent
165,0,Je suis bloqué éveillé au milieu de la nuit pour le deuxième jour d'affilée. Et je me suis senti terrible hier.
166,0,Merci d'avoir éclaté ma bulle
167,0,Aller à l'école bientôt ... ne peut rien trouver! C'est tellement dur
168,0,J'étais sérieux lol
169,0,J'ai eu sur ma page pour sooooo long !!! Jusqu'à ce qu'il soit supprimé triste jour dans l'histoire
170,0,Vent fou aujourd'hui = pas d'observation des oiseaux
171,0,Actuellement au travail ...
172,0,Grrr .. mes ipod agissant aussi bizarre! Jai ho et la pensée de vous ne jouent pas les chansons complètes ... ughh.
173,0,"Envoyez-moi le dvd cos, j'ai manqué sur tas pas content de ça!"
174,0,Je ne vois pas grand-chose avec ce site
175,0,Je suis tellement désolé que vous ayez à passer par là. encore.
176,0,Trop loin du rail. Des autres astuces?
177,0,"Je ne suis pas encore debout, je le jure. Pourquoi est-ce que je continue de perdre. En gagnant. perdant. En gagnant. Des tweeps? Tellement courageux."
178,0,"Aujourd'hui, j'ai réalisé que je suis trop bon pour cacher des choses, même si je ne peux pas le trouver"
179,0,"Rester à la maison d'un ami ... maison assise, les voisins sont si fort-avoir une fête"
180,0,"Danny suis fâché que je n'étais pas là pour regarder le chat en direct, j'étais dans une voiture. Pendant 3 heures en voyage, je suis tellement en colère !!"
181,0,Vérifiez ma tasse
182,0,Frontières fermées à 10
183,0,"Télécharger le nouvel album de nin ""the slip & quot; - Quand diable est-ce sorti? Je suis tellement derrière les temps ces jours-ci"
184,0,"Je viens de me réveiller, j'ai déjà écrit un e-mail ... je dois aller tôt à l'université aujourd'hui car je dois enseigner à 8h30!"
185,0,Regarde la colline. . . Et ça me rend triste
186,0,Tant de canaux ... encore si ennuyeux ... le jour paresseux encore peut-être trouver un passe-temps
187,0,"Manquez mon ami, soyez le n ° le 25"
188,0,J'adore le français. Je dis aux gens ici dans le sud que je suis qtr. Français et ils me croquent. Le français est une belle personne
189,0,Opps .. comme je l'ai dit ... j'ai encore un jour reste et maintenant le problème vient
190,0,"J'ai activé mon bloc d'autocontrol tôt, ce qui signifie que je ne peux pas vérifier le nouveau qc. La régularisation de mon horloge interne peut être difficile."
191,0,Oh non
192,0,Spencer n'est pas un bon gars.
193,0,"Qu'en est-il de la mort de Reese? Et la finale de la saison la semaine prochaine. Ennuyant, madame président est une femme folle."
194,0,"Je déteste les lettres limitées, aussi. Mais vous et les gars sont bien? Je prie pour mon chien, elle n'est pas bien"
195,0,N'a pas été fait merci aujourd'hui - je suis tellement foutu
196,0,Vouloir sortir
197,0,Ne va pas dormir tonite.
198,0,Trop inquiet et fatigué pour poster ce soir
199,0,Je ne pouvais pas faire la merde aujourd'hui - je suis tellement foutu
200,0,"Entrevue d'emploi à Cardiff aujourd'hui, me souhaiter de la chance! A eu environ 3 heures de sommeil"
201,0,"Votre spectacle est bloqué. Bien pire que whack, c'est wiggety-whack. : * (: * (: * ("
202,0,"Je ne pense vraiment pas que les gens choisissent d'être de cette façon. Mais je pense qu'il a choisi de ne pas accepter l'aide de ma famille, il pourrait être mort pour le moment"
203,0,"Tu vas me tuer, mais je n'ai pas vu ds9. J'ai attendu jusqu'à ce que je puisse le faire en une seule semaine assise."
204,0,"Je pense que c'est vrai! hahaha!! 4,5 heures maintenant!"
205,0,Je déteste voir les spartiates tellement triste
206,0,"Mon esprit et mon corps protestent sévèrement contre cette ""quête"" chose. Avait des cauchemars pour démarrer"
207,0,"Je vais te suivre, puisque tu n'as pas été les anges!"
208,0,"Je pense que je veux lire des livres, mais la bibliothèque ne les a pas"
209,0,Ma sieste a été interrompue tellement de fois aujourd'hui pour le japonais avec les «loyers à nouveau ...
210,0,Genre de longs pour le bus qui apparaît à la fin du monde fantôme en ce moment. Pouah.
211,0,"Mais c'est canada au Canada, c'est étrange. Nous sommes censés avoir la neige jusqu'au mercredi. Pouah."
212,0,"Awwh babs ... vous avez l'air si triste sous cette entrée de la boutique de ""musik & quot; O-: j'aime l'apparence du nouveau film transformateur"
213,0,Triste que les «pieds» de mon macbook soient tombés
214,0,Je vais me lever tard demain et il est 132h ici. Je serai stupide par mon solitaire. C'est ... c'est juste triste
215,0,"Je transmet mon prochain voyage à e3. Si je ne peux pas trouver quelqu'un pour me casser pendant que je suis là-bas, je pourrais être vissé."
216,0,"A maintenant eu quelqu'un pour lire ses tweets, mais ne peut pas les faire faire un compte."
217,0,"Auparavant, je ne pouvais pas gérer mon chat en chaleur tout le temps d: d:"
218,0,J'espère que je peux arriver au spectacle auburn. Mais ça ne me regarde pas bien
219,0,* Thats people mag haha ​​je ne pouvais pas tout monter dans ... je ne pense pas que ces images l'ont jamais fait dans le magazine tho! Haha
